incident_id,incident_name,organisation,org_type,sector,country,incident_type,attack_vector,threat_actor,threat_actor_type,supply_chain,downstream_orgs_affected,date_occurred,date_discovered,date_disclosed,dwell_time_days,detection_method,records_affected,data_types_exposed,ransom_demanded_usd,ransom_paid,downtime_days,estimated_cost_usd,regulator_notified,severity,is_synthetic,source,notes
SYN-01381,Ransomware at Meadow Society,Meadow Society,nonprofit,Charity/Nonprofit,US,Ransomware,Phishing,VelvetSiphon,Ransomware crew,False,,2023-10-22,2023-10-28,2023-10-30,6,Security vendor / MDR,15320,date_of_birth|donation_history|email|passport|postal_address,78108,no,11,812836,yes,medium,True,synthetic (Faker),
SYN-01371,Supply chain compromise at Ayalaberg Authority,Ayalaberg Authority,public,Local government,AU,Supply chain compromise,Trojanised software update,Unattributed,Financially motivated,True,6,2023-10-20,2023-11-01,2023-11-05,12,Third-party notification,5574442,credit_card|health|postal_address,,not_applicable,2,158226416,yes,high,True,synthetic (Faker),
SYN-01269,Insider incident at Simsberg District Board,Simsberg District Board,public,Education,US,Insider incident,Malicious insider,Unattributed,Insider,False,,2023-10-05,2023-11-02,2023-11-02,28,Third-party notification,3537,bank_details|credit_card|health|internal_email|name|passport|postal_address,,not_applicable,3,679527,yes,medium,True,synthetic (Faker),
SYN-00791,Data breach at Thorpe-Moore,Thorpe-Moore,vendor,Cloud/SaaS,GB,Data breach,Compromised credentials,Unattributed,Financially motivated,False,,2023-10-03,2023-11-03,2023-11-14,31,Law enforcement notification,451912,credit_card|date_of_birth|internal_email|name|phone|postal_address,,not_applicable,5,18687095,no,medium,True,synthetic (Faker),
SYN-01020,"Ransomware at Rhodes, Cruz and Combs","Rhodes, Cruz and Combs",private,Retail,FR,Ransomware,Unpatched vulnerability,DimStag,Ransomware crew,False,,2023-11-11,2023-11-12,2023-11-20,1,Public leak / dark web,34686,credentials|internal_email|name,570131,no,11,5851190,yes,medium,True,synthetic (Faker),
SYN-00062,"Unauthorised access at Jones, Bell and Hill","Jones, Bell and Hill",private,Retail,GB,Unauthorised access,Compromised credentials,Unattributed,Nation state,False,,2023-10-18,2023-11-14,2023-11-22,27,Third-party notification,368896,internal_email|name|postal_address,,not_applicable,0,23380245,yes,medium,True,synthetic (Faker),
SYN-01823,Unauthorised access at Fuller and Sons,Fuller and Sons,private,Hospitality,GB,Unauthorised access,MFA fatigue,Unattributed,Financially motivated,False,,2023-09-14,2023-11-14,2023-11-14,61,Third-party notification,458786,credentials|internal_email,,not_applicable,1,,yes,medium,True,synthetic (Faker),
SYN-00362,Unauthorised access at Walker-Bradshaw,Walker-Bradshaw,vendor,Nonprofit technology,GB,Unauthorised access,Help-desk social engineering,Unattributed,Unknown,False,,2023-10-06,2023-11-15,2023-11-17,40,Third-party notification,257557,date_of_birth|donation_history|email|name|passport|phone|postal_address,297515,no,0,23363883,yes,medium,True,synthetic (Faker),
SYN-01946,Ransomware at Wellbeing Trust,Wellbeing Trust,nonprofit,Charity/Nonprofit,US,Ransomware,Phishing,GlassMantis,Ransomware crew,False,,2023-11-06,2023-11-15,2023-11-24,9,Internal detection,582,bank_details|credentials|internal_email|name|phone|ssn_or_ni_number,102380,no,1,39904,yes,medium,True,synthetic (Faker),
=======
SYN-00354,Data breach at Wellbeing Society,Wellbeing Society,nonprofit,Charity/Nonprofit,IE,Data breach,Misconfigured cloud storage,Unattributed,Unknown,False,,2023-10-04,2023-10-11,2023-10-15,7,Third-party notification,9957,donation_history|email|name|phone|postal_address|safeguarding_notes,,not_applicable,4,242797,yes,medium,True,synthetic (Faker),
SYN-00175,"Ransomware at Joseph, West and Smith","Joseph, West and Smith",vendor,Nonprofit technology,CA,Ransomware,Exposed RDP/VPN,Unattributed,Ransomware crew,False,,2023-10-10,2023-10-14,2023-10-17,4,Routine audit,69924,date_of_birth|donation_history|email|employment|phone|postal_address,789868,undisclosed,18,,yes,medium,True,synthetic (Faker),
SYN-00759,Data breach at Dawsonland NHS Trust,Dawsonland NHS Trust,public,Education,US,Data breach,Unpatched vulnerability,Unattributed,Financially motivated,False,,2023-09-09,2023-10-16,2023-11-09,37,Internal detection,21263,credit_card|internal_email|name|phone|postal_address,101797,undisclosed,0,,yes,medium,True,synthetic (Faker),
SYN-00656,Unauthorised access at Le Group,Le Group,private,Financial services,FR,Unauthorised access,Insecure API endpoint,Unattributed,Financially motivated,False,,2023-07-23,2023-10-17,2023-10-24,86,Third-party notification,827286,email|health|name|phone,,not_applicable,6,93805659,yes,high,True,synthetic (Faker),
SYN-00017,"Data breach at Briggs, Humphries and Lamb","Briggs, Humphries and Lamb",private,Retail,GB,Data breach,Third-party supplier access,NorthQuarry,Ransomware crew,True,202,2023-09-13,2023-10-18,2023-10-23,35,Internal detection,315383,credentials|credit_card|employment|postal_address|safeguarding_notes,,not_applicable,0,39949206,yes,high,True,synthetic (Faker),
SYN-00077,Data breach at Whitehead-Mathis,Whitehead-Mathis,private,Legal/Professional,IN,Data breach,Misconfigured cloud storage,Unattributed,Financially motivated,False,,2023-09-10,2023-10-20,2023-10-20,40,Internal detection,661,email|name,,not_applicable,0,344903,yes,low,True,synthetic (Faker),
REAL-0005,British Library ransomware,British Library,public,Culture/Library,GB,Ransomware,Compromised credentials,Rhysida,Ransomware crew,False,,2023-10-25,2023-10-28,2023-10-28,3,Internal detection,600000,name|email|internal_hr|financial,750000,no,300,8000000,yes,critical,False,British Library Learning Lessons report (Mar 2024),"Public-sector body, no ransom paid, ~£6-7M rebuild. Excellent post-incident report."
SYN-00044,Unauthorised access at Ryan Ltd,Ryan Ltd,vendor,Cloud/SaaS,DE,Unauthorised access,Exposed RDP/VPN,Unattributed,Financially motivated,False,,2023-10-01,2023-10-28,2023-10-30,27,Internal detection,7924097,employment|health|name,,not_applicable,1,,unknown,high,True,synthetic (Faker),
SYN-00791,Data breach at Thorpe-Moore,Thorpe-Moore,vendor,Cloud/SaaS,GB,Data breach,Compromised credentials,Unattributed,Financially motivated,False,,2023-10-03,2023-11-03,2023-11-14,31,Law enforcement notification,451912,credit_card|date_of_birth|internal_email|name|phone|postal_address,,not_applicable,5,18687095,no,medium,True,synthetic (Faker),
SYN-00062,"Unauthorised access at Jones, Bell and Hill","Jones, Bell and Hill",private,Retail,GB,Unauthorised access,Compromised credentials,Unattributed,Nation state,False,,2023-10-18,2023-11-14,2023-11-22,27,Third-party notification,368896,internal_email|name|postal_address,,not_applicable,0,23380245,yes,medium,True,synthetic (Faker),
SYN-00362,Unauthorised access at Walker-Bradshaw,Walker-Bradshaw,vendor,Nonprofit technology,GB,Unauthorised access,Help-desk social engineering,Unattributed,Unknown,False,,2023-10-06,2023-11-15,2023-11-17,40,Third-party notification,257557,date_of_birth|donation_history|email|name|passport|phone|postal_address,297515,no,0,23363883,yes,medium,True,synthetic (Faker),
>>>>>>> 8a74902011229c25354fcb7e063b9152ef665657
SYN-00251,"Data breach at Ali, Richardson and Gardner","Ali, Richardson and Gardner",vendor,Cloud/SaaS,US,Data breach,Phishing,GlassMantis,Nation state,False,,2023-11-05,2023-11-16,2023-11-17,11,Law enforcement notification,7769,email|passport|postal_address,,not_applicable,0,1424271,no,low,True,synthetic (Faker),
SYN-00733,Ransomware at Martinez and Sons,Martinez and Sons,vendor,Cloud/SaaS,DE,Ransomware,Compromised credentials,DimStag,Ransomware crew,True,270,2023-11-19,2023-11-21,2023-11-22,2,Internal detection,17886726,credit_card|name,1483559,no,4,1735807229,yes,high,True,synthetic (Faker),
SYN-00813,"Ransomware at Williams, Evans and Wilkins","Williams, Evans and Wilkins",private,Financial services,IN,Ransomware,Third-party supplier access,DimStag,Ransomware crew,True,39,2023-11-16,2023-11-21,2023-11-24,5,Customer report,2520683,date_of_birth|name|phone,968297,no,47,194991687,yes,critical,True,synthetic (Faker),
SYN-00703,Ransomware at Watson-Jones,Watson-Jones,private,Hospitality,GB,Ransomware,Unpatched vulnerability,TinCathedral,Ransomware crew,False,,2023-11-16,2023-11-23,2023-11-26,7,Internal detection,408054,credit_card|passport|postal_address,512216,no,8,59661131,unknown,medium,True,synthetic (Faker),
SYN-00452,Data breach at Graham-Power,Graham-Power,private,Healthcare,US,Data breach,Insecure API endpoint,GlassMantis,Ransomware crew,False,,2023-08-31,2023-11-24,2023-11-25,85,Internal detection,458878,date_of_birth|health|phone|postal_address|ssn_or_ni_number,,not_applicable,0,44557801,yes,medium,True,synthetic (Faker),
SYN-00350,Ransomware at Foster Ltd,Foster Ltd,private,Financial services,US,Ransomware,Exposed RDP/VPN,CobaltFinch,Ransomware crew,False,,2023-11-19,2023-11-25,2023-11-25,6,Customer report,53523,credit_card|date_of_birth|email|postal_address,656640,no,4,,yes,medium,True,synthetic (Faker),
<<<<<<< HEAD
SYN-01720,Data breach at Torres-Anderson,Torres-Anderson,vendor,Cloud/SaaS,GB,Data breach,Phishing,Unattributed,Insider,True,1372,2023-10-29,2023-11-26,2023-12-02,28,Security vendor / MDR,7091680,credit_card|email|name|phone,,not_applicable,0,,yes,high,True,synthetic (Faker),
SYN-00710,"Ransomware at Dixon, Armstrong and Adams","Dixon, Armstrong and Adams",private,Hospitality,US,Ransomware,Compromised credentials,SlateWarden,Ransomware crew,False,,2023-11-25,2023-11-30,2023-12-01,5,Third-party notification,107945,bank_details|email|phone|postal_address|safeguarding_notes|ssn_or_ni_number,271505,yes,2,,yes,medium,True,synthetic (Faker),
SYN-00533,Data breach at Bradley-Todd,Bradley-Todd,private,Financial services,GB,Data breach,Misconfigured cloud storage,Unattributed,Financially motivated,False,,2023-11-21,2023-12-01,2023-12-01,10,Internal detection,164733,credentials|email|employment|name|safeguarding_notes|ssn_or_ni_number,,not_applicable,1,,yes,medium,True,synthetic (Faker),
SYN-00781,Business email compromise at Smith Group,Smith Group,vendor,Software,US,Business email compromise,Phishing,GlassMantis,Ransomware crew,True,226,2023-11-17,2023-12-01,2023-12-07,14,Internal detection,,not_applicable,,not_applicable,7,162694,unknown,high,True,synthetic (Faker),
SYN-01725,Business email compromise at Mobility Alliance,Mobility Alliance,nonprofit,Charity/Nonprofit,US,Business email compromise,Compromised credentials,Unattributed,Financially motivated,False,,2023-09-22,2023-12-02,2023-12-09,71,Public leak / dark web,,not_applicable,,not_applicable,0,162891,unknown,medium,True,synthetic (Faker),
SYN-01300,Data breach at Russell-Hammond,Russell-Hammond,private,Manufacturing,AU,Data breach,Third-party supplier access,SlateWarden,Ransomware crew,True,288,2023-09-19,2023-12-04,2023-12-07,76,Public leak / dark web,7753,bank_details|email|name|phone|safeguarding_notes,,not_applicable,0,,yes,medium,True,synthetic (Faker),
SYN-01924,Destructive malware at Wells PLC,Wells PLC,private,Hospitality,GB,Destructive malware,Trojanised software update,Unattributed,Unknown,True,1,2023-12-04,2023-12-05,2023-12-08,1,Third-party notification,,not_applicable,245391,no,53,1480921,unknown,high,True,synthetic (Faker),
SYN-00053,Unauthorised access at Baxter Inc,Baxter Inc,private,Logistics,GB,Unauthorised access,Exposed RDP/VPN,Unattributed,Ransomware crew,False,,2023-11-08,2023-12-06,2023-12-23,28,Routine audit,10697983,credit_card|email|internal_email|phone,,not_applicable,1,1156975719,yes,medium,True,synthetic (Faker),
SYN-01251,Ransomware at Morris-Smith,Morris-Smith,private,Healthcare,CA,Ransomware,Compromised credentials,PaleHydra,Ransomware crew,False,,2023-12-06,2023-12-06,2023-12-09,0,Routine audit,38720,bank_details|donation_history|health|internal_email|name|passport|postal_address|safeguarding_notes,1003050,no,22,7240207,yes,high,True,synthetic (Faker),
SYN-01697,Ransomware at West Ronaldview Authority,West Ronaldview Authority,public,Education,IE,Ransomware,Phishing,NineSpindle,Ransomware crew,False,,2023-12-10,2023-12-11,2023-12-12,1,Public leak / dark web,34012,credentials|ssn_or_ni_number,263960,yes,14,3306127,yes,high,True,synthetic (Faker),
SYN-01934,Phishing campaign at Harris LLC,Harris LLC,private,Retail,US,Phishing campaign,Phishing,Unattributed,Insider,False,,2023-11-23,2023-12-12,2023-12-19,19,Law enforcement notification,126543,bank_details|credit_card,,not_applicable,0,,yes,medium,True,synthetic (Faker),
SYN-00160,Ransomware at Kent-Adams,Kent-Adams,private,Manufacturing,US,Ransomware,Compromised credentials,Unattributed,Ransomware crew,False,,2023-12-05,2023-12-14,2023-12-17,9,Public leak / dark web,4144,date_of_birth|employment,6392258,no,70,,yes,medium,True,synthetic (Faker),
SYN-00585,Data breach at Shelter Society,Shelter Society,nonprofit,Charity/Nonprofit,US,Data breach,Unpatched vulnerability,AmberBastion,Ransomware crew,False,,2023-11-18,2023-12-14,2023-12-19,26,Internal detection,1825,bank_details|donation_history|employment|name|passport|phone,,not_applicable,0,125878,yes,medium,True,synthetic (Faker),
SYN-01550,Ransomware at Shelter Appeal,Shelter Appeal,nonprofit,Charity/Nonprofit,US,Ransomware,Unpatched vulnerability,ObsidianKoi,Ransomware crew,False,,2023-12-04,2023-12-14,2023-12-24,10,Third-party notification,18394,date_of_birth|donation_history|employment|name|ssn_or_ni_number,2606939,no,3,430325,yes,medium,True,synthetic (Faker),
SYN-01180,Data breach at Briannashire District Board,Briannashire District Board,public,Education,GB,Data breach,Credential stuffing,PaleHydra,Ransomware crew,False,,2023-12-10,2023-12-16,2023-12-21,6,Third-party notification,19582,bank_details|phone|postal_address,,not_applicable,4,,yes,medium,True,synthetic (Faker),
SYN-01025,Ransomware at Nicholls PLC,Nicholls PLC,vendor,Cloud/SaaS,US,Ransomware,Compromised credentials,Unattributed,Ransomware crew,False,,2023-12-20,2023-12-20,2023-12-31,0,Law enforcement notification,316939,credentials|email|internal_email|name|passport|phone,1559926,no,4,16023357,no,medium,True,synthetic (Faker),
SYN-01236,Ransomware at Davies Group,Davies Group,vendor,Software,AU,Ransomware,Compromised credentials,NorthQuarry,Ransomware crew,True,2404,2023-12-23,2023-12-24,2023-12-31,1,Public leak / dark web,1613845,bank_details|donation_history|email|employment|health|internal_email|postal_address,10114962,no,6,194383803,no,critical,True,synthetic (Faker),
SYN-01182,Data breach at Browne-Jones,Browne-Jones,private,Healthcare,US,Data breach,Credential stuffing,Unattributed,Hacktivist,False,,2023-11-03,2023-12-26,2024-01-05,53,Customer report,268564,bank_details|credentials|donation_history|health|name|postal_address|safeguarding_notes,85298,undisclosed,0,41857125,yes,medium,True,synthetic (Faker),
SYN-00242,Ransomware at South Arthurmouth District Board,South Arthurmouth District Board,public,Energy/Utilities,AU,Ransomware,Phishing,DimStag,Ransomware crew,False,,2023-12-27,2023-12-28,2024-01-04,1,Routine audit,2171,bank_details|health|name|passport|phone|postal_address,52429,no,10,1253805,yes,medium,True,synthetic (Faker),
SYN-00439,Ransomware at Edwardsview Authority,Edwardsview Authority,public,Education,GB,Ransomware,Exposed RDP/VPN,QuietFathom,Ransomware crew,False,,2023-12-27,2023-12-28,2024-01-04,1,Internal detection,773,bank_details|email|name|postal_address|ssn_or_ni_number,1058376,no,4,447317,yes,medium,True,synthetic (Faker),
SYN-01989,Data breach at Beacon Hill Aid,Beacon Hill Aid,nonprofit,Charity/Nonprofit,GB,Data breach,Compromised credentials,Unattributed,Unknown,False,,2023-12-15,2023-12-28,2024-01-01,13,Internal detection,1227,credit_card|donation_history|health|name|passport|postal_address,,not_applicable,0,188107,yes,medium,True,synthetic (Faker),
SYN-00843,"Business email compromise at Johnson, Haynes and Meza","Johnson, Haynes and Meza",private,Financial services,US,Business email compromise,Compromised credentials,Unattributed,Financially motivated,False,,2023-12-08,2023-12-31,2024-01-17,23,Security vendor / MDR,,not_applicable,,not_applicable,3,324964,no,low,True,synthetic (Faker),
SYN-01854,Data breach at Spencer-Davies,Spencer-Davies,private,Manufacturing,DE,Data breach,Unpatched vulnerability,Unattributed,Unknown,False,,2023-10-30,2024-01-04,2024-01-13,66,Internal detection,603318,bank_details|credit_card|name|phone|safeguarding_notes,,not_applicable,1,,yes,medium,True,synthetic (Faker),
SYN-00928,Data breach at Jones-Williams,Jones-Williams,vendor,Cloud/SaaS,IE,Data breach,Compromised credentials,Unattributed,Unknown,False,,2023-12-25,2024-01-07,2024-01-14,13,Law enforcement notification,16848,credentials|credit_card|email|health|phone,377842,no,3,3038658,unknown,medium,True,synthetic (Faker),
SYN-01950,Ransomware at Campbellview Authority,Campbellview Authority,public,Education,DE,Ransomware,Third-party supplier access,SlateWarden,Ransomware crew,True,413,2024-01-06,2024-01-07,2024-01-16,1,Third-party notification,3058110,passport|ssn_or_ni_number,1878270,no,9,396440034,yes,critical,True,synthetic (Faker),
SYN-00702,Data breach at McLean Group,McLean Group,private,Hospitality,AU,Data breach,Phishing,HollowLantern,Ransomware crew,False,,2023-12-08,2024-01-10,2024-01-12,33,Internal detection,509179,credit_card|email|phone,,not_applicable,2,76830395,yes,medium,True,synthetic (Faker),
SYN-00920,Data breach at Kemp PLC,Kemp PLC,private,Retail,US,Data breach,Insecure API endpoint,Unattributed,Financially motivated,False,,2023-12-28,2024-01-10,2024-02-05,13,Internal detection,249282,credentials|email,,not_applicable,0,41232425,yes,medium,True,synthetic (Faker),
SYN-01272,"Unauthorised access at Wallace, Montes and Wolfe","Wallace, Montes and Wolfe",private,Hospitality,NL,Unauthorised access,Exposed RDP/VPN,Unattributed,Insider,False,,2023-12-29,2024-01-11,2024-01-27,13,Internal detection,85816,donation_history|internal_email|name|passport|phone|postal_address|ssn_or_ni_number,,not_applicable,1,6635489,yes,medium,True,synthetic (Faker),
SYN-01494,Unauthorised access at Port Jamesland Council,Port Jamesland Council,public,Local government,GB,Unauthorised access,Compromised credentials,Unattributed,Financially motivated,False,,2024-01-03,2024-01-13,2024-01-16,10,Customer report,354,bank_details|email|passport|phone|postal_address|safeguarding_notes|ssn_or_ni_number,,not_applicable,1,425872,yes,medium,True,synthetic (Faker),
SYN-00669,"Data breach at Porter, Schultz and Allen","Porter, Schultz and Allen",private,Hospitality,IE,Data breach,Insecure API endpoint,Unattributed,Insider,False,,2024-01-06,2024-01-15,2024-01-22,9,Third-party notification,10158,internal_email|name|ssn_or_ni_number,,not_applicable,0,887742,unknown,medium,True,synthetic (Faker),
SYN-00529,Business email compromise at Kirby-Scott,Kirby-Scott,private,Retail,US,Business email compromise,MFA fatigue,Unattributed,Unknown,False,,2024-01-12,2024-01-18,2024-01-24,6,Third-party notification,,not_applicable,,not_applicable,0,217429,no,medium,True,synthetic (Faker),
SYN-01143,Ransomware at Kindling Trust,Kindling Trust,nonprofit,Charity/Nonprofit,NL,Ransomware,Unpatched vulnerability,QuietFathom,Ransomware crew,False,,2024-01-10,2024-01-18,2024-01-23,8,Internal detection,6610,bank_details|donation_history|email|health|name|passport|phone|postal_address,725636,no,3,505742,yes,medium,True,synthetic (Faker),
SYN-01730,Data breach at Wellbeing Network,Wellbeing Network,nonprofit,Charity/Nonprofit,US,Data breach,Insecure API endpoint,CobaltFinch,Nation state,False,,2024-01-02,2024-01-18,2024-01-28,16,Customer report,47466,donation_history|name|phone|postal_address|safeguarding_notes,,not_applicable,7,948456,yes,high,True,synthetic (Faker),
SYN-01894,Business email compromise at Stevens LLC,Stevens LLC,private,Financial services,GB,Business email compromise,Compromised credentials,NorthQuarry,Ransomware crew,False,,2024-01-07,2024-01-19,2024-01-25,12,Public leak / dark web,,not_applicable,65789,no,0,282295,no,medium,True,synthetic (Faker),
SYN-00168,Unauthorised access at Harvest Foundation,Harvest Foundation,nonprofit,Charity/Nonprofit,US,Unauthorised access,Insecure API endpoint,Unattributed,Hacktivist,False,,2023-12-23,2024-01-20,2024-01-23,28,Public leak / dark web,32694,employment|internal_email|name|passport,,not_applicable,2,1696329,yes,medium,True,synthetic (Faker),
SYN-00457,Insider incident at King Ltd,King Ltd,private,Legal/Professional,GB,Insider incident,Malicious insider,Unattributed,Insider,False,,2023-10-28,2024-01-20,2024-01-27,84,Customer report,25625,credit_card|email|name|passport|phone,,not_applicable,12,,yes,medium,True,synthetic (Faker),
SYN-01738,"Unauthorised access at Jones, Thomas and Davies","Jones, Thomas and Davies",private,Manufacturing,DE,Unauthorised access,Compromised credentials,GlassMantis,Ransomware crew,False,,2023-12-23,2024-01-21,2024-01-28,29,Internal detection,2593,credit_card|date_of_birth|employment|health|name|postal_address|safeguarding_notes,,not_applicable,0,474952,unknown,medium,True,synthetic (Faker),
SYN-01129,Data breach at Literacy Care,Literacy Care,nonprofit,Charity/Nonprofit,IE,Data breach,Misconfigured cloud storage,Unattributed,Financially motivated,False,,2024-01-13,2024-01-24,2024-01-28,11,Public leak / dark web,2604,credit_card|date_of_birth|donation_history|email|postal_address|safeguarding_notes,277818,no,0,202180,yes,medium,True,synthetic (Faker),
SYN-01262,Data breach at Harvey and Sons,Harvey and Sons,private,Logistics,DE,Data breach,Credential stuffing,Unattributed,Unknown,False,,2024-01-07,2024-01-25,2024-02-15,18,Internal detection,13637,bank_details|credit_card|email|postal_address|safeguarding_notes,,not_applicable,0,2035652,yes,medium,True,synthetic (Faker),
SYN-01403,Phishing campaign at Garrett Group,Garrett Group,private,Retail,GB,Phishing campaign,Phishing,Unattributed,Ransomware crew,False,,2023-11-08,2024-01-25,2024-02-12,78,Internal detection,128854,email|health|internal_email|name|phone|postal_address,,not_applicable,0,6389677,yes,medium,True,synthetic (Faker),
SYN-00045,Data breach at Port Thomas Council,Port Thomas Council,public,Local government,GB,Data breach,Unpatched vulnerability,NineSpindle,Ransomware crew,False,,2024-01-13,2024-01-27,2024-02-09,14,Law enforcement notification,92830422,credentials|donation_history|email|employment|internal_email|phone|postal_address,,not_applicable,0,,yes,medium,True,synthetic (Faker),
SYN-00036,Ransomware at Hill-Jenkins,Hill-Jenkins,vendor,Cloud/SaaS,IE,Ransomware,Unpatched vulnerability,VelvetSiphon,Ransomware crew,True,1041,2024-01-24,2024-02-01,2024-02-15,8,Law enforcement notification,1305279,email|name|phone|safeguarding_notes,1169121,no,40,,yes,critical,True,synthetic (Faker),
SYN-00655,Data breach at Pattonstad NHS Trust,Pattonstad NHS Trust,public,Local government,US,Data breach,Third-party supplier access,HollowLantern,Nation state,True,633,2024-01-12,2024-02-02,2024-02-06,21,Internal detection,420,credit_card|passport,,not_applicable,0,248716,yes,medium,True,synthetic (Faker),
SYN-01015,Data breach at Rodriguez-Jenkins,Rodriguez-Jenkins,private,Manufacturing,GB,Data breach,Insecure API endpoint,Unattributed,Ransomware crew,False,,2024-01-26,2024-02-04,2024-02-07,9,Law enforcement notification,6465,credit_card|date_of_birth|donation_history|email|employment|name|postal_address,,not_applicable,0,342661,no,low,True,synthetic (Faker),
SYN-01049,"Unauthorised access at Keith, Barnes and Lynch","Keith, Barnes and Lynch",vendor,Cloud/SaaS,GB,Unauthorised access,Compromised credentials,IronMagpie,Ransomware crew,True,2658,2024-01-10,2024-02-04,2024-02-22,25,Internal detection,1905786,credentials|credit_card|health|phone|postal_address|safeguarding_notes|ssn_or_ni_number,,not_applicable,2,61233934,no,high,True,synthetic (Faker),
SYN-01977,"Data breach at Gonzalez, Griffin and Hughes","Gonzalez, Griffin and Hughes",vendor,Software,US,Data breach,Misconfigured cloud storage,Unattributed,Unknown,False,,2023-12-29,2024-02-04,2024-02-05,37,Third-party notification,31677,email|name|postal_address,,not_applicable,0,,unknown,medium,True,synthetic (Faker),
SYN-00435,Unauthorised access at East Carlosstad NHS Trust,East Carlosstad NHS Trust,public,Local government,GB,Unauthorised access,Compromised credentials,Unattributed,Financially motivated,False,,2024-02-02,2024-02-05,2024-02-29,3,Internal detection,537,bank_details|donation_history|health|phone|postal_address|safeguarding_notes,,not_applicable,0,,yes,medium,True,synthetic (Faker),
SYN-01718,"Supply chain compromise at Berry, Ali and Ward","Berry, Ali and Ward",private,Financial services,GB,Supply chain compromise,Compromised credentials,QuietFathom,Nation state,True,1,2023-06-29,2024-02-05,2024-02-14,221,Routine audit,441682,bank_details|date_of_birth|email|name|phone|postal_address,,not_applicable,0,,yes,high,True,synthetic (Faker),
SYN-01140,Ransomware at Meadow Network,Meadow Network,nonprofit,Charity/Nonprofit,GB,Ransomware,Phishing,SlateWarden,Ransomware crew,False,,2024-02-06,2024-02-07,2024-02-08,1,Law enforcement notification,306,donation_history|passport,1447774,no,26,870338,yes,medium,True,synthetic (Faker),
SYN-01225,Unauthorised access at Youth Society,Youth Society,nonprofit,Charity/Nonprofit,GB,Unauthorised access,Compromised credentials,Unattributed,Financially motivated,False,,2024-01-23,2024-02-07,2024-02-11,15,Security vendor / MDR,59944,date_of_birth|donation_history|phone|safeguarding_notes,,not_applicable,6,2778991,yes,high,True,synthetic (Faker),
SYN-00278,Business email compromise at Lake Bryan District Board,Lake Bryan District Board,public,Local government,US,Business email compromise,MFA fatigue,Unattributed,Unknown,False,,2023-10-07,2024-02-08,2024-02-09,124,Third-party notification,160,bank_details|email|health|internal_email|name|postal_address,,not_applicable,0,,yes,medium,True,synthetic (Faker),
SYN-01205,Data breach at Willis-Holmes,Willis-Holmes,vendor,Cloud/SaaS,NL,Data breach,Misconfigured cloud storage,Unattributed,Insider,True,34,2024-01-04,2024-02-08,2024-02-14,35,Third-party notification,3495311,donation_history|email|health|phone|postal_address,,not_applicable,0,338153478,no,high,True,synthetic (Faker),
SYN-01526,Ransomware at Lantern Network,Lantern Network,nonprofit,Charity/Nonprofit,US,Ransomware,Compromised credentials,Unattributed,Ransomware crew,False,,2024-02-08,2024-02-10,2024-02-15,2,Law enforcement notification,9873,bank_details|email|name|passport|safeguarding_notes,447049,no,5,235786,yes,medium,True,synthetic (Faker),
SYN-01533,Ransomware at Refuge Aid,Refuge Aid,nonprofit,Charity/Nonprofit,GB,Ransomware,Compromised credentials,TinCathedral,Ransomware crew,False,,2024-02-05,2024-02-10,2024-02-17,5,Public leak / dark web,77555,bank_details|donation_history|health|internal_email|postal_address,25535,no,7,4308250,yes,high,True,synthetic (Faker),
SYN-00817,Supply chain compromise at Rivers Care,Rivers Care,nonprofit,Charity/Nonprofit,CA,Supply chain compromise,Third-party supplier access,HollowLantern,Ransomware crew,True,10,2023-11-16,2024-02-11,2024-02-14,87,Internal detection,28140,bank_details|credentials|donation_history,,not_applicable,2,1917413,yes,high,True,synthetic (Faker),
SYN-01886,Ransomware at Taylor Inc,Taylor Inc,private,Healthcare,NL,Ransomware,Phishing,Unattributed,Ransomware crew,False,,2024-02-09,2024-02-11,2024-02-19,2,Internal detection,1718,bank_details|donation_history|health|name|phone,3502388,no,27,1562023,yes,medium,True,synthetic (Faker),
SYN-00222,Ransomware at Parry-Murray,Parry-Murray,private,Logistics,US,Ransomware,Phishing,QuietFathom,Ransomware crew,False,,2024-02-07,2024-02-13,2024-02-25,6,Third-party notification,177240,date_of_birth|email|health,1319675,no,12,7282759,unknown,high,True,synthetic (Faker),
SYN-00386,"DDoS at Smith, Morgan and McKenzie","Smith, Morgan and McKenzie",private,Healthcare,US,DDoS,Application-layer flood,CobaltFinch,Ransomware crew,False,,2024-02-15,2024-02-15,2024-02-15,0,Internal detection,,not_applicable,,not_applicable,1,426278,unknown,medium,True,synthetic (Faker),
SYN-01574,Data breach at Lake Katie Council,Lake Katie Council,public,Energy/Utilities,GB,Data breach,Insecure API endpoint,Unattributed,Unknown,False,,2023-11-21,2024-02-16,2024-02-18,87,Internal detection,1066,bank_details|email|name|passport|postal_address,,not_applicable,2,532462,yes,medium,True,synthetic (Faker),
REAL-0004,Change Healthcare ransomware,Change Healthcare (UnitedHealth),private,Healthcare,US,Ransomware,Compromised credentials (no MFA),ALPHV/BlackCat,Ransomware crew,False,,2024-02-12,2024-02-21,2024-02-22,9,Internal detection,190000000,name|postal_address|ssn|health|insurance|financial,22000000,yes,30,2900000000,yes,critical,False,UnitedHealth Group filings; HHS OCR,Largest US healthcare breach by individuals affected. Citrix portal without MFA.
